TIMESTAMP;STREAM_ID;SEQUENCE; Brachioradialis  Sx ; Brachioradialis  Dx ; Extensor Carpi Radialis Sx ; Extensor Carpi Radialis  Dx ; Triceps brachii Long Head Dx ; Deltoid  Lateral  Dx ; Abductor digiti minimi (hand) Sx ; Abductor digiti minimi (hand) Dx 
nan;96;17313;-14526;-14470;-719;-629;16220;-715;-5371;14043
nan;96;17315;-5084;-6408;-651;-437;3844;-108;578;6194
nan;96;17317;-2870;-5099;-587;621;-943;45;2107;5489
nan;96;17319;2658;1818;-146;580;-5199;-72;4879;-1504
nan;96;17321;11662;11281;268;272;-12298;286;8857;-11260
nan;96;17323;15771;15425;448;88;-14956;702;10309;-15222
nan;96;17325;17028;17072;498;4;-16060;303;10407;-16862
nan;96;17327;13434;14317;505;-25;-13827;-307;6272;-14245
nan;96;17329;9473;11352;501;-52;-10344;-735;2298;-11357
nan;96;17331;11036;12675;496;-150;-10334;-1046;2865;-12609
nan;96;17333;8506;8570;454;-147;-7811;-1087;1382;-8597
nan;96;17335;4838;5853;315;-49;-5452;-1001;-59;-5941
nan;96;17337;4344;5368;432;-27;-4867;-1034;-184;-5537
nan;96;17339;1000;478;469;7;-1004;-948;-1247;-721
nan;96;17341;-5213;-6814;432;-28;5935;-644;-3280;6736
nan;96;17343;-8517;-10269;358;0;9594;-461;-5167;10239
nan;96;17345;-9720;-11599;148;-67;10653;-747;-5239;11639
nan;96;17347;-15532;-18739;-82;-47;16010;-712;-7874;18429
nan;96;17349;-21152;-22883;-373;20;19885;-408;-11049;22481
nan;96;17351;-22907;-22173;-516;-1;20772;-524;-11750;22007
nan;96;17353;-14670;-12185;-267;39;12936;-871;-5864;12252
nan;96;17355;-5194;-3607;-117;59;4006;-1346;181;3597
nan;96;17357;-2719;-1700;-228;83;1496;-1507;1951;1740
nan;96;17359;2718;4870;-230;125;-3626;-1553;4931;-4434
nan;96;17361;11111;13496;468;-54;-11266;-1263;8455;-13175
nan;96;17363;15572;17310;787;-434;-14710;-452;10196;-17438
nan;96;17365;16803;17585;643;-275;-15767;891;10057;-17802
nan;96;17367;12597;12782;438;63;-12229;1647;5179;-12771
nan;96;17369;8939;9662;-67;22;-9021;1604;1329;-9708
nan;96;17371;10901;11093;38;-14;-8952;1362;2618;-10923
nan;96;17373;8265;7056;41;13;-4881;843;1513;-7205
nan;96;17375;4320;3433;-199;26;-2549;481;-93;-3585
nan;96;17377;3598;2883;514;0;-2477;349;-747;-2811
nan;96;17379;-552;-1525;848;-37;494;288;-2793;1386
nan;96;17381;-6332;-7467;158;-62;6256;180;-4732;7145
nan;96;17383;-8817;-8810;-530;-66;7865;190;-6170;8565
nan;96;17385;-9802;-9264;-652;-75;8112;531;-6101;9087
nan;96;17387;-14956;-16109;-884;-120;13828;314;-7865;15870
nan;96;17389;-20815;-23239;-819;-177;20876;-239;-10975;23069
nan;96;17391;-22371;-24636;-831;-126;22997;-746;-11508;24519
nan;96;17393;-14282;-14385;-1039;-120;15012;-1139;-5809;14323
nan;96;17395;-5922;-5334;-880;-56;6780;-1534;-502;5232
nan;96;17397;-3704;-2628;-288;156;5128;-1601;948;2478
nan;96;17399;2086;4334;-43;263;672;-1049;3447;-4407
nan;96;17401;10065;12757;-154;236;-7347;-1070;6423;-12872
nan;96;17403;14799;16876;-99;138;-13127;-1292;8997;-16778
nan;96;17405;16488;18311;131;36;-19489;-1279;9658;-18232
nan;96;17407;13069;12554;233;-4;-17242;-1543;5631;-12192
nan;96;17409;9464;8140;162;-12;-12260;-1635;1988;-7544
